totalLiveWorms=13
Inspected-by-human
#Date: Fri Oct 18 15:28:18 CDT 2013
#lifespan-assay-software-version: 10/18/2013
#worm-details:
#nLive	X	Y	Width	Height
1	760	1321	65	53
1	383	500	85	40
1	439	1224	57	42
1	885	677	43	46
1	641	1085	30	55
1	803	631	52	28
1	1219	1245	24	55
1	987	282	31	36
1	699	1289	33	29
1	1057	1252	14	61
1	1418	1112	13	62
1	680	1542	62	12
1	1444	453	10	12
