# Last update	2015-03-20 Fri 01:11:15
# Herm count	73
# Male count	15
# Status	Not Inspected
# pX	pY	width	height	nHerm	nMale	length (um)	fatness	e1	e2	maskImageIDNumb	unknown
2423	3306	179	134	0	0	0.0000	0.000000	0.000000	0.000000	117	true
4155	3371	69	102	0	1	962.0915	9.105263	0.515388	1.030158	118	false
1892	3405	79	181	0	0	0.0000	0.000000	0.000000	0.000000	119	true
1414	3443	133	120	1	0	1312.4481	14.229412	0.496139	0.552158	120	false
3434	3589	129	123	0	0	0.0000	0.000000	0.000000	0.000000	121	true
3452	3591	128	117	1	0	1232.5784	9.980132	0.138675	0.185695	122	false
1939	3596	45	166	1	0	1197.4445	13.367470	0.455321	0.613308	123	false
3701	3608	117	107	1	0	1089.3417	18.815385	0.565962	0.637377	124	false
1127	3646	89	155	1	0	1239.4537	14.816456	0.522976	0.582623	125	false
3970	3665	123	78	1	0	1091.0201	11.340136	0.563093	0.602080	126	false
1732	3710	114	84	1	0	1051.4307	11.848921	0.500000	0.515388	128	false
1992	3712	117	143	1	0	1259.3159	15.205298	0.589015	0.646813	129	false
2342	3718	43	197	1	0	1368.8775	16.923077	0.394922	0.545455	130	false
4197	3721	105	48	0	1	862.7339	10.100840	1.054093	1.655212	131	false
3826	3783	70	83	0	0	840.7483	11.110169	0.497519	0.675863	132	true
4222	3743	117	109	1	0	1396.1037	15.956989	0.507371	0.648606	133	false
3659	3962	137	75	1	0	1119.2791	14.179310	0.613572	0.666667	134	false
3582	3977	253	201	0	0	0.0000	0.000000	0.000000	0.000000	136	true
3868	4060	129	69	1	0	1031.0586	10.869231	0.618347	0.667947	137	false
3855	4100	140	64	1	0	1076.4277	10.528571	0.630286	0.682461	139	false
1609	4109	186	65	1	0	1366.8342	20.184783	0.412311	0.642824	140	false
3993	4133	57	163	1	0	1209.4741	12.648485	0.455321	0.505076	141	false
2273	4140	91	149	1	0	1191.2113	21.251701	0.372526	0.547056	142	false
3813	4197	119	91	0	0	838.4662	17.943925	0.646813	1.294961	143	true
4079	4203	157	29	1	0	1087.7860	12.470968	0.588348	0.671729	144	false
1962	4271	162	63	1	0	1236.3397	13.381818	0.488397	0.583095	145	false
3357	4290	184	125	0	0	0.0000	0.000000	0.000000	0.000000	147	true
3705	4368	185	40	1	0	1295.8053	14.043716	0.392232	0.544059	150	false
2672	4448	169	90	1	0	1350.0285	14.570588	0.447214	0.570088	152	false
3583	4493	167	35	1	0	1163.8445	12.493902	0.410264	0.509902	153	false
2150	4559	101	138	1	0	1180.2677	14.000000	0.493197	0.507371	154	false
3596	4561	50	184	1	0	1307.0067	14.169399	0.488397	0.500000	156	false
2396	4561	55	174	1	0	1265.7623	17.563218	0.372526	1.000000	157	false
1917	4598	43	115	0	0	845.5575	9.123894	0.542326	0.740233	158	true
1587	4631	102	144	1	0	1210.7628	15.448276	0.497859	0.678363	159	false
2280	4638	139	95	1	0	1245.3759	12.987805	0.434613	0.682461	160	false
2791	4650	106	144	1	0	1259.5591	14.212903	0.542326	0.570826	161	false
3162	4657	93	162	1	0	1285.7352	27.968944	0.360518	0.480680	162	false
3814	4658	148	59	1	0	1168.9343	13.396104	0.546781	0.714286	163	false
2067	4707	54	163	1	0	1171.2356	21.012346	0.307148	0.380952	165	false
3278	4751	48	154	1	0	1114.1992	13.090323	0.563093	0.602080	166	false
3401	4802	151	25	1	0	1046.4253	11.593333	0.546781	0.563093	167	false
2631	4828	121	102	1	0	1126.8837	13.307143	0.460977	0.566352	169	false
3335	4872	177	23	1	0	1211.6176	12.840909	0.410264	0.608276	170	false
2770	4887	112	131	1	0	1228.2350	13.136364	0.500000	0.800943	171	false
2099	4891	172	54	1	0	1254.7788	13.394118	0.488397	0.745356	172	false
2877	4899	142	109	1	0	1335.8352	19.219101	0.246932	0.608276	174	false
3972	4910	36	106	0	0	776.3836	8.877358	0.500000	0.620174	175	true
2175	4920	158	171	0	0	0.0000	0.000000	0.000000	0.000000	176	true
3144	4933	56	105	0	0	841.0554	11.045455	0.500000	0.694516	177	true
2388	4953	81	178	1	0	1363.6112	29.387640	0.316228	0.331699	178	false
2544	5019	102	173	0	0	0.0000	0.000000	0.000000	0.000000	180	true
3101	5058	155	97	1	0	1266.8367	15.668790	0.283279	0.550707	181	false
2620	5059	74	170	1	0	1289.7108	18.619048	0.333333	0.340588	182	false
3249	5077	112	29	0	1	871.3634	7.714286	0.493865	0.806226	183	false
2747	5090	56	162	1	0	1202.9219	13.195122	0.481664	0.596795	184	false
3286	5076	158	150	0	0	0.0000	0.000000	0.000000	0.000000	185	true
1968	5160	169	40	1	0	1209.2699	12.547059	0.412311	0.651920	187	false
3200	5167	85	87	0	0	774.0723	16.329897	0.368782	0.760286	188	true
3546	5242	55	140	1	0	1057.2792	12.387324	0.589256	0.675863	189	false
