totalLiveWorms=14
Inspected-by-human
#Date: Fri Oct 18 15:28:57 CDT 2013
#lifespan-assay-software-version: 10/18/2013
#worm-details:
#nLive	X	Y	Width	Height
1	863	984	50	87
1	1000	964	70	40
1	802	529	39	31
1	658	893	39	25
1	952	1081	24	37
1	1205	624	22	33
1	1053	732	39	18
1	1085	964	41	16
1	876	1370	38	17
1	1062	467	31	15
1	1503	1502	16	29
1	1056	416	21	19
1	926	1276	47	8
1	613	1347	29	12
