# Last update	2015-03-20 Fri 01:14:33
# Herm count	56
# Male count	7
# Status	Not Inspected
# pX	pY	width	height	nHerm	nMale	length (um)	fatness	e1	e2	maskImageIDNumb	unknown
2148	3729	146	67	1	0	1183.3932	13.480000	0.507371	0.703598	70	false
4103	3748	81	89	0	0	809.1913	10.142857	0.596795	0.630286	71	true
3453	3754	133	140	0	0	0.0000	0.000000	0.000000	0.000000	72	true
2421	3759	75	116	0	1	943.5990	9.391304	0.447214	1.000000	73	false
3913	3851	201	153	0	0	0.0000	0.000000	0.000000	0.000000	74	true
2035	3888	83	114	1	0	995.3767	11.448980	0.537484	0.552158	75	false
3412	3912	116	52	0	0	941.6298	11.915385	0.538516	0.618080	76	true
3695	3930	181	64	1	0	1305.6192	15.646409	0.507673	0.554700	77	false
2451	3938	58	81	0	0	639.0490	7.563218	0.509902	0.806226	78	true
4159	3966	153	149	1	0	1357.5214	16.505682	0.481664	0.532152	79	false
3992	4032	24	99	0	0	623.0712	7.083333	0.135457	0.632456	80	true
1748	4050	147	68	1	0	1137.2480	12.960227	0.509902	0.605257	81	false
4906	4051	93	145	1	0	1138.9905	13.289308	0.316228	0.507371	82	false
1686	4102	76	189	1	0	1306.4962	13.632979	0.412311	0.488397	83	false
2393	4112	46	86	0	0	636.6945	7.228261	0.618347	0.651920	84	true
2674	4180	157	105	0	0	0.0000	0.000000	0.000000	0.000000	86	true
1943	4198	81	149	1	0	1220.9462	14.514286	0.454077	0.543214	87	false
1638	4200	130	217	0	0	0.0000	0.000000	0.000000	0.000000	88	true
2877	4227	79	149	1	0	1140.9408	14.035294	0.441726	0.651920	90	false
4000	4246	142	99	1	0	1121.5950	12.914474	0.500000	0.566558	91	false
3483	4314	129	142	1	0	1324.0286	13.994681	0.428353	0.537484	92	false
4118	4333	121	138	1	0	1152.1022	13.453333	0.529999	0.618080	93	false
3839	4358	140	89	1	0	1090.7135	13.875862	0.444994	0.565685	95	false
2523	4371	110	56	0	0	819.4496	10.175439	0.527046	0.707107	96	true
2951	4410	83	146	1	0	1161.2107	14.121951	0.454077	0.478913	97	false
2874	4439	80	141	1	0	1122.0797	12.883436	0.567646	0.641179	98	false
4491	4481	61	59	0	1	865.2610	8.730159	0.500000	1.143544	99	false
3663	4436	210	205	0	0	0.0000	0.000000	0.000000	0.000000	101	true
3967	4452	60	75	0	1	730.7758	7.127273	0.500000	1.000000	102	false
3940	4585	167	36	1	0	1144.7973	12.157895	0.559017	0.563093	104	false
2941	4610	110	109	1	0	1056.6004	12.448980	0.455321	0.566352	105	false
3441	4567	72	90	0	0	858.9340	9.573643	0.537484	0.567646	106	true
3560	4684	198	106	0	0	0.0000	0.000000	0.000000	0.000000	107	true
1913	4747	139	103	1	0	1083.8879	14.071429	0.364216	0.618347	110	false
3642	4751	177	90	0	0	0.0000	0.000000	0.000000	0.000000	111	true
3228	4810	84	177	1	0	1253.4588	14.323864	0.462250	0.605257	113	false
3779	4818	90	185	1	0	1350.1628	15.005208	0.364216	0.564770	114	false
3434	4820	280	133	0	0	0.0000	0.000000	0.000000	0.000000	115	true
3005	4846	111	90	0	1	957.9996	10.388060	0.587220	0.894427	116	false
4338	4874	85	185	1	0	1307.6928	15.369565	0.456070	0.456070	117	false
2513	4950	36	187	1	0	1205.8921	13.657754	0.362143	0.564770	118	false
2893	4953	58	204	1	0	1347.8492	22.433498	0.333333	0.403828	119	false
3806	4969	163	39	1	0	1082.4228	12.387500	0.500000	0.605257	120	false
3096	5063	80	169	1	0	1204.7005	14.292398	0.539072	0.640312	123	false
2990	5073	68	154	1	0	1172.5777	13.111765	0.462250	0.535844	124	false
3175	5114	31	207	1	0	1324.8480	17.406699	0.471405	0.488397	125	false
2490	5128	51	151	1	0	1024.3770	12.099338	0.434613	0.632456	126	false
2592	5154	101	176	0	0	0.0000	0.000000	0.000000	0.000000	127	true
3651	5195	164	82	1	0	1159.3666	13.393750	0.394922	0.670820	128	false
4621	5227	136	76	0	0	827.5771	15.773109	0.704078	1.093948	129	true
4367	5262	135	41	0	0	908.2343	11.140741	0.574696	0.727607	130	true
2562	5357	153	58	1	0	1051.2052	12.111842	0.434613	0.488397	134	false
4223	5360	118	93	0	0	969.0285	12.007463	0.588348	0.653720	135	true
1035	5444	245	272	0	0	2211.9106	0.000000	0.000000	0.000000	136	true
